match_id,season_id,season,date,home_team,away_team,home_goals,away_goals,has_data,home_possession_pct,away_possession_pct,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_blocked_shots,away_blocked_shots,home_big_chances,away_big_chances,home_chances_created,away_chances_created,home_xg_api,away_xg_api,home_passes,away_passes,home_pass_accuracy_pct,away_pass_accuracy_pct,home_corners,away_corners,home_crosses,away_crosses,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_offsides,away_offsides,home_saves,away_saves,home_clearances,away_clearances,home_duels_won,away_duels_won,home_tackles,away_tackles,home_tackles_successful,away_tackles_successful,home_key_passes,away_key_passes,home_penalty_goals,away_penalty_goals,home_own_goals,away_own_goals,home_touches_opp_box,away_touches_opp_box,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_counter_attacks,away_counter_attacks,home_goals,away_goals,home_xg_calc,away_xg_calc
cpl::Football_Match::cf2e47f5b5c74e0189e0c36f7dfe3198,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-13,Atlético,Inter Toronto,2,1,1,49,51,10,14,5,5,7,7,3,7,0,2,3,4,5,7,0,0,362,371,76,76,3,7,17,26,18,7,3,4,0,0,0,0,4,3,19,20,40,49,17,14,12,8,5,7,0,0,0,0,0,0,0,0,0,1,2,1,1.18,1.3
cpl::Football_Match::363bac1af6364f0eab72a667c60fa865,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-13,Forge,Cavalry,2,1,1,55,45,8,9,2,1,4,8,4,1,1,1,0,1,7,8,0,0,494,402,82,81,2,4,10,16,13,11,3,1,0,0,0,0,0,0,10,12,56,56,28,24,15,14,7,8,0,0,0,0,0,0,0,0,0,0,2,1,0.7,1.04
cpl::Football_Match::030730d1752042449526212b073750fc,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-13,Pacific,Wanderers,1,0,1,41,59,4,13,4,2,3,11,1,2,0,2,1,1,2,12,0,0,416,582,84,86,1,8,7,34,16,9,3,1,0,0,2,0,2,3,32,9,37,59,11,17,6,12,2,12,1,0,0,0,0,0,0,0,0,0,1,0,0.59,1.48
cpl::Football_Match::5d125a802bc44add943bec3bd8332cd3,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-14,Vancouver,Valour,4,1,1,61,39,18,9,7,3,10,6,8,3,6,1,4,1,12,9,0,0,499,320,88,79,9,3,27,13,14,17,3,1,0,1,0,0,2,3,8,21,48,45,13,6,4,4,12,9,0,0,0,0,0,0,0,0,1,0,4,1,1.79,0.96
cpl::Football_Match::26f5b91757d7450a824981dc10f047ab,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-18,Vancouver,Wanderers,2,0,1,46,54,15,14,6,3,9,8,6,6,2,4,4,1,7,9,0,0,410,494,80,84,5,5,13,19,13,8,4,0,0,0,1,2,3,4,19,19,47,53,16,16,10,13,7,9,0,0,0,0,0,0,0,0,1,0,2,0,1.56,1.29
cpl::Football_Match::8dc2787eefd34335a35d2412a12cdabc,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-19,Pacific,Valour,2,0,1,52,48,17,7,8,2,10,3,7,4,4,0,4,0,10,3,0,0,551,493,83,79,3,4,12,23,10,22,2,5,0,0,1,1,2,5,22,13,71,51,20,23,15,19,10,3,0,0,0,0,0,0,0,0,0,1,2,0,1.81,0.58
cpl::Football_Match::2ed726d650c24c8a8480c5363a26ad2b,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-20,Atlético,Cavalry,1,1,1,40,60,6,16,2,7,5,12,1,4,1,4,2,1,6,14,0,0,375,544,76,85,3,8,10,33,10,12,4,0,0,0,1,2,7,1,29,21,55,45,19,13,10,9,6,14,0,0,1,0,0,0,0,0,2,1,1,1,0.73,1.91
cpl::Football_Match::0920417613364b898ed1c1bf61d2699b,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-21,Inter Toronto,Forge,0,3,1,47,53,9,17,4,6,3,10,6,7,3,5,0,5,6,14,0,0,434,495,85,87,11,5,24,18,9,9,2,4,0,0,1,1,3,4,18,25,42,56,23,19,12,15,6,14,0,0,0,0,0,0,0,0,0,0,0,3,0.74,1.71
cpl::Football_Match::a65960c57b934ddc9e543a135fd8b2a8,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-26,Inter Toronto,Vancouver,3,0,1,52,48,16,10,6,2,11,5,5,5,3,3,5,0,12,8,0,0,464,429,84,79,10,5,21,15,7,12,2,3,0,0,4,1,2,3,12,21,47,41,15,17,5,11,12,8,0,0,0,0,0,0,0,0,3,0,3,0,1.77,0.85
cpl::Football_Match::a8d00a9dc1094bc18ebb89b1662d6b78,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-27,Wanderers,Atlético,1,3,1,45,55,12,15,5,8,8,9,4,6,4,2,2,4,10,12,0,0,393,479,78,87,5,3,16,11,11,16,1,2,1,0,0,1,5,4,11,15,47,43,15,17,13,8,10,12,0,0,0,0,0,0,0,0,0,2,1,3,1.33,1.66
cpl::Football_Match::88a7521caa814fb285b84dd7a53eecc5,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-27,Forge,Valour,2,1,1,62,38,14,12,6,7,10,11,4,1,0,2,3,3,11,10,0,0,518,297,86,74,9,5,19,26,10,11,5,1,0,0,0,2,6,3,22,20,47,40,15,19,13,8,11,10,0,0,0,0,0,0,0,0,1,0,2,1,1.62,1.7
cpl::Football_Match::7878f475f880471c8989ca349b15dd7f,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-04-28,Cavalry,Pacific,0,0,1,56,44,20,7,3,2,10,5,10,2,6,2,1,2,16,7,0,0,473,389,85,79,6,4,29,11,6,13,0,2,0,0,2,1,2,3,7,30,62,43,22,23,15,17,16,7,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0.76
cpl::Football_Match::55c65124fbb44377976243f6f95dbcf5,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-03,Cavalry,Vancouver,3,1,1,48,52,16,6,4,2,9,4,7,2,2,1,1,1,11,5,0,0,361,385,82,80,7,5,22,23,17,14,2,4,0,0,1,0,1,1,13,20,46,48,10,12,7,10,11,5,1,0,0,0,0,0,0,0,0,0,3,1,1.49,0.64
cpl::Football_Match::599cdbde55ab4d08bcd8aeca0621b529,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-04,Pacific,Inter Toronto,2,0,1,48,52,15,8,4,1,9,5,6,3,7,2,2,1,11,7,0,0,417,463,79,82,7,1,23,9,15,21,2,3,0,0,2,0,1,3,8,15,59,45,16,14,14,9,11,7,0,0,0,1,0,0,0,0,0,0,2,0,1.46,0.74
cpl::Football_Match::b36158f459b34976a8ef7335f41becb3,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-05,Atlético,Valour,2,0,1,52,48,10,7,4,2,3,2,7,5,5,2,1,0,5,4,0,0,482,446,85,83,3,4,15,15,12,14,3,3,0,0,3,0,2,2,13,14,52,57,22,24,15,14,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0.77,0.49
cpl::Football_Match::53a3a8ed266f4bd999041ee8a23ce902,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-10,Inter Toronto,Valour,3,1,1,54,46,10,10,4,4,9,6,1,4,1,3,6,2,8,8,0,0,491,411,87,84,8,4,21,20,16,20,5,3,0,0,1,2,3,1,16,28,66,59,19,17,10,8,8,8,0,0,0,0,0,0,0,0,1,1,3,1,1.31,1.04
cpl::Football_Match::68919b5dbd96440e8bf3586d17db3754,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-11,Wanderers,Cavalry,1,1,1,41,59,12,16,5,2,9,8,3,8,1,9,2,1,9,8,0,0,350,495,74,85,4,7,11,32,10,22,5,3,0,0,0,0,1,4,24,7,68,45,21,23,16,13,9,8,0,0,0,0,0,0,0,0,1,0,1,1,1.42,1.3
cpl::Football_Match::7662127dcf2c4accacb414e67ae0dab8,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-11,Pacific,Forge,0,0,1,40,60,10,15,3,4,6,6,4,9,3,3,0,0,6,10,0,0,340,506,83,88,6,9,13,21,10,12,2,1,1,0,1,4,4,2,28,17,41,39,16,15,11,12,6,10,0,0,0,0,0,0,0,0,1,0,0,0,0.99,1.19
cpl::Football_Match::fbeb5b51cbcb4b859154d09d37dcda02,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-12,Vancouver,Atlético,1,1,1,53,47,8,19,4,7,5,12,3,7,2,6,0,6,5,9,0,0,401,350,82,78,2,3,17,18,17,11,5,4,0,0,1,3,5,3,31,16,52,68,16,23,10,17,5,9,0,0,0,0,0,0,0,0,0,0,1,1,0.89,2.0
cpl::Football_Match::118468c8ac834e14a54ffb798a63103b,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-17,Pacific,Atlético,0,1,1,57,43,7,10,2,3,3,8,4,2,0,4,0,0,6,6,0,0,554,412,83,79,3,5,16,16,10,12,3,3,0,0,2,1,1,2,24,15,75,61,34,29,27,19,6,6,0,0,0,0,0,0,0,0,1,0,0,1,0.58,1.17
cpl::Football_Match::e0f4b2630c724675833e1f5ac99ac639,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-18,Forge,Vancouver,1,2,1,65,35,19,12,3,5,12,7,7,5,6,2,2,3,13,10,0,0,541,295,83,70,9,4,25,10,11,9,3,5,0,0,3,2,3,3,6,25,51,58,21,27,11,18,13,10,0,0,0,0,0,0,0,0,0,0,1,2,1.8,1.24
cpl::Football_Match::44b9253d44574f75a0b7de06aefe064f,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-18,Cavalry,Inter Toronto,2,2,1,50,50,19,8,7,3,16,4,3,4,6,1,2,1,15,5,0,0,354,373,86,83,9,6,25,14,12,14,2,5,0,0,1,1,1,5,15,20,44,39,7,22,6,15,15,5,1,0,0,0,0,0,0,0,0,0,2,2,2.36,0.75
cpl::Football_Match::79697d52d0f54cc180af6844e87f4b78,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-20,Wanderers,Valour,1,2,1,52,48,7,7,2,3,4,2,3,5,3,2,1,0,3,4,0,0,438,383,80,75,2,5,16,27,14,17,2,5,0,0,2,0,1,1,17,15,65,49,25,24,11,14,3,4,1,0,0,0,0,0,0,0,1,0,1,2,0.67,0.54
cpl::Football_Match::5601d51bfa3f477a9fd2bc6bb78ffafd,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-24,Inter Toronto,Wanderers,2,1,1,46,54,5,14,2,4,5,11,0,3,0,2,1,2,5,13,0,0,479,555,87,91,2,0,12,14,11,14,2,2,0,0,0,2,2,0,12,7,45,43,13,19,10,11,5,13,0,0,0,0,0,0,0,0,2,0,2,1,0.7,1.61
cpl::Football_Match::cc2a7bd34aaf412a8c4ba74b836aa4c6,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-25,Atlético,Forge,3,0,1,43,57,12,6,4,3,7,4,5,2,3,1,3,0,8,4,0,0,439,563,87,86,2,5,8,16,8,12,1,3,0,0,2,2,2,1,27,12,34,37,15,10,11,7,8,4,0,0,0,0,0,0,0,0,1,0,3,0,1.19,0.69
cpl::Football_Match::c950a05a6e164d4897302977b788d498,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-25,Vancouver,Pacific,2,1,1,44,56,13,16,2,4,11,12,2,4,4,6,5,3,9,13,0,0,366,468,79,84,8,8,23,16,15,6,5,2,0,0,2,6,3,0,22,21,43,50,21,16,14,6,9,13,0,1,0,0,0,0,0,0,1,0,2,1,1.48,1.76
cpl::Football_Match::26aa5c0dc48b42f8aa948376aaf10ba7,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-05-26,Cavalry,Valour,1,1,1,55,45,14,6,4,2,11,0,3,6,2,3,3,0,13,6,0,0,426,352,82,74,5,2,18,15,10,18,1,3,0,0,2,1,1,3,11,15,77,47,22,21,8,10,13,6,0,0,0,0,0,0,0,0,1,2,1,1,1.61,0.28
cpl::Football_Match::31bbf51fcbd247ada4692142d61309d9,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-01,Forge,Inter Toronto,3,0,1,54,46,15,6,7,4,8,6,7,0,2,0,2,1,11,6,0,0,553,463,91,87,6,4,10,15,9,16,2,6,0,0,2,2,3,4,8,12,34,39,11,20,5,10,11,6,0,0,0,0,0,0,0,0,0,0,3,0,1.52,0.92
cpl::Football_Match::11d8076940404d25b4bd3b33896eac36,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-01,Pacific,Cavalry,1,1,1,47,53,9,11,3,3,7,6,2,5,4,2,1,2,9,9,0,0,450,517,81,82,7,4,21,24,8,14,2,0,0,0,3,0,2,2,25,16,58,57,23,27,10,16,9,9,0,0,0,0,0,0,0,0,1,0,1,1,1.05,1.02
cpl::Football_Match::4f2fd327059643c897bcdd02a45ba506,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-02,Atlético,Wanderers,2,2,1,55,45,17,12,6,4,13,8,4,4,6,5,2,4,12,9,0,0,512,426,88,85,6,5,28,9,7,12,3,3,0,1,1,3,2,4,12,27,44,34,14,15,9,7,12,9,0,0,0,0,0,0,0,0,0,4,2,2,1.98,1.28
cpl::Football_Match::3d9ef83b27a64f338d9e3c1e0fe9168f,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-02,Valour,Vancouver,2,0,1,42,58,9,11,5,4,7,8,2,3,1,4,3,2,5,9,0,0,341,464,79,83,3,8,15,31,16,10,3,1,0,0,2,2,4,3,41,9,46,60,16,23,10,11,5,9,0,0,0,0,0,0,0,0,2,1,2,0,1.15,1.25
cpl::Football_Match::91bc0e92442f4548abfa6632d57f123f,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-08,Wanderers,Pacific,0,0,1,64,36,25,6,6,2,18,2,7,4,10,1,4,0,21,4,0,0,644,363,89,80,8,3,18,10,12,10,3,3,0,1,2,0,2,4,11,17,49,49,18,22,14,14,21,4,0,0,0,0,0,0,0,0,1,1,0,0,2.67,0.46
cpl::Football_Match::39ec5551dd9f414795e3e061c9b51f33,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-08,Cavalry,Forge,1,0,1,51,49,15,7,5,2,7,1,8,6,3,0,4,0,10,4,0,0,454,442,85,85,7,3,23,9,13,7,4,3,0,1,2,0,2,4,11,19,43,57,25,29,17,19,10,4,0,0,0,0,0,0,0,0,0,0,1,0,1.33,0.4
cpl::Football_Match::f50f6b0ee26c407cb26738b04071a8d3,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-09,Valour,Atlético,0,2,1,40,60,8,14,3,4,3,10,5,4,4,6,0,3,5,9,0,0,364,564,83,87,3,8,12,17,11,9,3,1,0,0,1,2,2,3,18,13,44,51,16,21,13,14,5,9,0,1,0,0,0,0,0,0,1,0,0,2,0.66,1.52
cpl::Football_Match::14984d8778354b9db009872ec9db91a0,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-09,Inter Toronto,Vancouver,2,2,1,49,51,3,10,2,2,2,8,1,2,0,2,1,1,3,8,0,0,475,482,85,80,2,4,13,18,14,17,4,2,0,0,2,1,0,0,28,11,64,51,22,12,11,6,3,8,0,1,0,0,0,0,0,0,0,1,2,2,0.37,1.12
cpl::Football_Match::05d5b739fd0544bc941b7a22caacdd23,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-14,Valour,Pacific,2,3,1,49,51,13,13,5,6,8,9,5,4,2,2,1,5,9,10,0,0,439,475,83,86,4,2,22,8,21,11,1,5,0,0,2,2,4,3,10,20,48,57,19,19,11,12,9,10,0,1,1,0,0,0,0,0,3,1,2,3,1.36,1.5
cpl::Football_Match::ca30cf1dbab74cfaabaf52db690050ee,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-15,Atlético,Inter Toronto,1,2,1,63,37,21,8,9,3,11,3,10,5,6,1,1,2,12,6,0,0,584,348,88,80,11,2,30,6,14,13,2,3,0,0,1,1,1,8,7,49,53,48,16,19,11,10,12,6,0,0,0,0,0,0,0,0,1,0,1,2,2.07,0.66
cpl::Football_Match::e46c7928e76445639ee6f16f5b813d26,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-15,Wanderers,Forge,2,2,1,40,60,5,16,4,7,3,12,2,4,0,3,2,2,3,9,0,0,383,551,82,88,3,9,6,24,15,11,1,4,0,0,2,0,5,2,21,3,45,54,21,23,14,16,3,9,1,0,0,0,0,0,0,0,0,0,2,2,0.62,1.91
cpl::Football_Match::c780d0faf1e94238b02113de1f16b435,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-16,Vancouver,Cavalry,0,0,1,42,58,17,8,3,2,12,5,5,3,4,3,4,1,14,6,0,0,336,495,77,83,7,2,30,9,16,12,1,0,0,0,2,4,2,2,11,28,56,56,17,18,9,12,14,6,0,0,0,0,0,0,0,0,1,1,0,0,1.74,0.79
cpl::Football_Match::2be8c827a6da4c3fa0a86abf802c2ced,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-19,Inter Toronto,Pacific,2,0,1,44,56,7,19,4,2,4,11,3,8,1,4,0,2,6,18,0,0,394,500,82,89,2,3,7,22,8,14,3,1,1,0,1,1,2,2,10,8,44,36,19,13,11,7,6,18,0,0,0,0,0,0,0,0,0,0,2,0,0.77,1.66
cpl::Football_Match::adee8b2de4994501a4590116abd01c8b,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-21,Cavalry,Atlético,1,1,1,51,49,14,14,5,2,9,7,5,7,3,7,2,2,10,12,0,0,485,459,85,85,4,3,20,18,9,10,2,1,0,0,1,4,1,4,14,14,40,48,13,25,6,15,10,12,0,0,0,0,0,0,0,0,0,1,1,1,1.48,1.15
cpl::Football_Match::44836efef5c14861a6bf28f9a6c46505,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-23,Forge,Valour,2,1,1,56,44,12,14,6,3,7,7,5,7,1,4,3,3,9,12,0,0,451,344,87,85,4,6,13,17,9,16,1,4,0,0,4,5,2,4,18,18,56,41,19,13,12,8,9,12,0,0,0,0,0,0,0,0,1,0,2,1,1.29,1.2
cpl::Football_Match::f51c5ec5a52e4b6c8918db7adf7e2b76,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-23,Vancouver,Wanderers,0,4,1,54,46,13,10,3,6,7,9,6,1,5,0,2,3,11,6,0,0,448,397,87,81,9,1,29,8,18,8,2,3,0,1,0,3,2,3,11,23,58,61,25,28,16,23,11,6,0,1,0,0,0,0,0,0,0,2,0,4,1.17,1.41
cpl::Football_Match::aa6b0ec59db74e84ada835395b005864,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-27,Valour,Inter Toronto,1,0,1,38,62,8,16,4,1,4,9,4,7,0,6,2,2,7,13,0,0,330,523,79,85,2,7,9,28,16,18,4,2,0,0,2,1,1,3,32,8,59,61,21,18,16,13,7,13,0,0,0,0,0,0,0,0,0,0,1,0,0.8,1.34
cpl::Football_Match::c6d9785fa0204d53b67e6ef4e0460b58,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-27,Pacific,Vancouver,1,2,1,54,46,16,9,6,3,6,4,10,5,1,3,5,2,11,5,0,0,455,383,77,74,6,3,25,16,10,17,1,2,0,0,2,0,1,5,13,32,69,59,20,19,15,10,11,5,0,0,0,0,0,0,0,0,1,0,1,2,1.32,0.78
cpl::Football_Match::affcc62bafe3480199a75506fc410563,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-06-28,Atlético,Forge,4,3,1,46,54,16,12,6,9,10,8,6,4,3,0,3,2,11,11,0,0,415,476,82,86,5,6,12,22,12,9,4,2,0,0,1,2,7,2,19,11,41,53,16,24,8,13,11,11,0,0,1,0,0,0,0,0,0,0,4,3,1.68,1.53
cpl::Football_Match::7b621d5acbb14479ab7a2ee871b66e7b,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-01,Wanderers,Cavalry,1,0,1,39,61,10,13,3,3,4,9,6,4,3,4,0,0,6,11,0,0,363,564,83,90,2,8,13,29,11,21,2,3,0,0,2,2,3,2,22,11,54,51,15,15,12,12,6,11,0,0,0,0,0,0,0,0,0,0,1,0,0.81,1.35
cpl::Football_Match::e235850fc4074e75890369bb66ef1681,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-05,Forge,Vancouver,3,3,1,63,37,20,6,8,4,16,3,4,3,7,2,3,1,16,4,0,0,462,270,86,70,8,4,23,9,10,16,4,1,0,1,5,0,1,5,13,17,42,46,11,16,7,9,16,4,0,0,0,0,0,0,0,0,0,2,3,3,2.44,0.65
cpl::Football_Match::6ef0ecc0dac545349da5979d1a0aa15c,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-06,Inter Toronto,Wanderers,2,1,1,48,52,7,13,2,3,5,7,2,6,2,3,1,1,6,8,0,0,466,512,85,88,4,8,15,13,13,11,1,4,0,0,1,2,2,0,14,21,40,45,16,19,8,10,6,8,0,0,0,0,0,0,0,0,0,0,2,1,0.76,1.17
cpl::Football_Match::192471b3922f4e48a522c2f14d1ce0f9,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-07,Atlético,Pacific,0,1,1,57,43,22,6,5,2,12,1,10,5,8,2,1,0,13,6,0,0,532,406,86,83,10,1,28,6,13,12,1,3,0,0,0,2,1,5,8,43,41,56,13,27,10,17,13,6,0,0,0,0,0,0,0,0,0,1,0,1,1.99,0.37
cpl::Football_Match::a8284c34db3c48218d0ea92e53b8fbc1,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-07,Valour,Cavalry,0,1,1,48,52,7,8,2,2,5,5,2,3,2,3,2,1,4,7,0,0,438,483,85,86,3,4,15,14,18,14,1,3,1,0,1,1,1,2,18,13,63,58,27,24,13,14,4,7,0,0,0,0,0,0,0,0,1,1,0,1,0.76,0.79
cpl::Football_Match::83623b462b414cceb3c568bf1e444dc2,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-12,Vancouver,Atlético,0,3,1,51,49,7,14,2,7,4,7,3,7,2,3,1,3,5,10,0,0,418,409,80,81,3,6,20,14,11,9,1,4,0,0,1,2,4,2,17,19,42,52,18,18,14,13,5,10,0,0,0,0,0,0,0,0,0,4,0,3,0.67,1.4
cpl::Football_Match::aa0087bd61c647a8a8bd95e20f6fc157,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-13,Cavalry,Inter Toronto,1,2,1,58,42,14,8,1,3,10,6,4,2,5,2,3,3,13,6,0,0,423,316,81,75,6,5,22,10,19,13,3,6,0,0,2,3,1,0,16,15,71,61,29,17,19,13,13,6,0,0,0,0,0,0,0,0,0,1,1,2,1.37,0.93
cpl::Football_Match::1a71e1dc64574816ae50db305768e386,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-14,Forge,Pacific,2,1,1,62,38,14,9,7,3,9,5,5,4,2,2,3,1,8,7,0,0,575,352,92,83,3,4,20,5,12,9,1,1,0,0,5,5,2,5,8,29,43,63,14,31,10,20,8,7,0,1,0,0,0,0,0,0,0,3,2,1,1.58,0.87
cpl::Football_Match::3be89f3a84fb4b4381738d454456ea47,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-18,Wanderers,Valour,3,1,1,53,47,20,10,9,4,12,8,8,2,4,1,7,2,13,6,0,0,478,418,84,84,6,3,15,12,13,15,1,3,0,0,1,0,3,5,9,26,37,37,11,14,8,10,13,6,2,0,0,0,0,0,0,0,2,2,3,1,2.13,1.22
cpl::Football_Match::4eb06473128a426a811151ac2b22873b,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-20,Vancouver,Inter Toronto,1,1,1,53,47,9,6,2,2,6,5,3,1,1,1,1,3,8,4,0,0,509,453,90,89,1,2,18,17,14,10,2,3,0,0,7,2,1,1,20,11,43,41,15,15,8,5,8,4,0,0,0,0,0,0,0,0,0,0,1,1,0.91,0.73
cpl::Football_Match::e6ae20ed2921462a83ec7cedfd306a96,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-21,Atlético,Valour,2,2,1,56,44,11,11,4,8,7,7,4,4,2,3,1,4,8,6,0,0,509,396,87,84,3,1,12,11,14,8,3,2,0,0,3,1,6,3,16,17,44,50,18,17,13,10,8,6,0,0,0,1,0,0,0,0,0,1,2,2,1.16,1.36
cpl::Football_Match::aa9f410b8e7341c190400957c1e49047,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-21,Cavalry,Forge,1,1,1,62,38,16,18,4,6,9,7,7,11,7,5,2,3,13,14,0,0,510,315,89,84,2,4,19,8,16,16,1,0,0,1,1,1,6,3,5,18,52,34,25,10,13,7,13,14,0,0,1,0,0,0,0,0,0,0,1,1,1.49,1.47
cpl::Football_Match::f7f164f29c2141eeb7e1a5269380df80,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-26,Inter Toronto,Atlético,4,1,1,54,46,9,12,5,5,6,3,3,9,1,1,2,0,7,11,0,0,484,416,92,87,8,0,13,7,13,15,2,6,0,0,0,1,4,1,13,19,39,57,16,26,10,15,7,11,0,0,0,0,0,0,0,0,2,2,4,1,1.06,0.88
cpl::Football_Match::94d11829afad4ffa886bc8ee62eab580,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-26,Vancouver,Cavalry,0,1,1,46,54,10,13,2,7,6,6,4,7,2,2,0,2,10,8,0,0,444,546,82,85,5,6,25,15,11,9,0,1,0,0,1,1,6,2,22,17,49,46,21,15,13,10,10,8,0,0,0,0,0,0,0,0,1,0,0,1,0.94,1.28
cpl::Football_Match::4c5debe31c6c4c4eb3d4ce36549e311f,cpl::Football_Season::6fb9e6fae4f24ce9bf4fa3172616a762,2024,2024-07-27,Forge,Wanderers,3,0,1,34,66,6,16,4,2,4,8,2,8,1,3,4,2,3,12,0,0,302,576,85,91,0,11,7,23,16,13,3,1,0,0,1,2,2,1,28,5,47,53,22,19,12,9,3,12,0,0,0,0,0,0,0,0,2,0,3,0,0.74,1.3
